Date,Brand,Country,Ad_Spend (€),Impressions,Clicks,Conversions,Revenue (€),ROI,CTR,CPC (€),Conversion_Rate,Ad_Frequency,Avg_Cart_Value (€),Return_Rate,Customer_Satisfaction,Sentiment_Score,Tweet_Mentions,Sentiment_Trend,% Positive Tweets,% Negative Tweets,Target_Age,Target_Gender,Target_Occupation,Target_Income,Ad_Channel,Ad_Type
2023-12-31,Adidas,USA,7478164,58901225,4766733,483081,32213228.48,4.31,0.0809,1.57,0.1013,23.91,66.68,0.1212,4.48,0.49,95179,0.42,66.2,33.8,35-44,Female,Employee,Low,Print,Video
2023-12-31,Adidas,France,8761880,134335149,3781620,677198,39727606.83,4.53,0.0282,2.32,0.1791,28.96,58.66,0.1176,4.92,-0.23,70521,-0.05,33.5,66.5,25-34,Female,Student,High,Social Media,Sponsored Post
2023-12-31,Adidas,Allemagne,707068,11277023,128720,29680,6432433.21,9.1,0.0114,5.49,0.2306,2.65,216.72,0.0253,3.78,0.12,30189,0.25,30.2,69.8,65+,Female,Self-employed,High,Digital,Email
2023-12-31,Adidas,UK,4356759,40408516,3526644,699763,195648699.44,44.91,0.0873,1.24,0.1984,38.57,279.59,0.0696,4.41,0.38,31888,0.44,51.8,48.2,65+,Female,Employee,Middle,Digital,Sponsored Post
2023-12-31,Adidas,Canada,350827,3293638,55444,16220,6580476.85,18.76,0.0168,6.33,0.2926,1.07,405.69,0.0721,3.96,-0.8,4010,-0.78,5.8,94.2,55-64,Male,Self-employed,Middle,Outdoor,Video
2023-12-31,Adidas,Espagne,20462,217856,13607,1789,330199.6,16.14,0.0625,1.5,0.1315,0.07,184.48,0.1172,3.4,-0.61,21043,-0.68,11.5,88.5,18-24,Female,Retired,High,Digital,Email
2023-12-31,Adidas,Italie,8632071,162583468,11478185,3253361,1056453632.4,122.39,0.0706,0.75,0.2834,44.86,324.73,0.0374,3.09,-0.25,6394,-0.37,26.0,74.0,18-24,Male,Unemployed,Middle,TV,Email
2023-12-31,Adidas,Brésil,3848986,37560594,925494,90771,41427056.9,10.76,0.0246,4.16,0.0981,20.69,456.39,0.1251,3.36,0.22,3346,0.02,51.6,48.4,45-54,Female,Unemployed,High,Print,Sponsored Post
2023-12-31,Adidas,Australie,2639471,48578845,2566991,477066,194593267.85,73.72,0.0528,1.03,0.1858,24.61,407.9,0.0253,4.44,-0.91,83232,-0.98,2.7,97.3,25-34,Female,Employee,Low,Print,Sponsored Post
2023-12-31,Adidas,Japon,4549533,65904113,6088280,434426,42762639.91,9.4,0.0924,0.75,0.0714,22.29,98.43,0.0686,3.65,0.69,86546,0.65,55.5,44.5,45-54,Female,Student,Middle,Print,Search Ad
2023-12-31,Louis Vuitton,USA,1006357,16734664,342923,93779,39518604.27,39.27,0.0205,2.93,0.2735,119.83,421.4,0.0224,4.53,0.81,17420,0.66,86.0,14.0,25-34,Male,Self-employed,High,Social Media,Banner
2023-12-31,Louis Vuitton,France,6648891,57080694,5357207,863236,251324195.83,37.8,0.0939,1.24,0.1611,73.67,291.14,0.1037,4.41,0.62,79778,0.44,51.8,48.2,35-44,Male,Unemployed,Middle,Social Media,Sponsored Post
2023-12-31,Louis Vuitton,Allemagne,6165560,74049223,5023283,1318327,626892143.54,101.68,0.0678,1.23,0.2624,21.29,475.52,0.1355,4.32,0.21,41754,0.37,45.7,54.3,18-24,Female,Student,Middle,Print,Video
2023-12-31,Louis Vuitton,UK,2560879,31423485,776705,226028,7483871.68,2.92,0.0247,3.3,0.291,10.17,33.11,0.1373,4.4,-0.28,85788,-0.27,33.2,66.8,45-54,Male,Employee,Middle,Digital,Banner
2023-12-31,Louis Vuitton,Canada,8751504,111090467,10141654,2073437,684403002.82,78.2,0.0913,0.86,0.2044,28.16,330.08,0.0359,3.64,-0.06,87268,0.08,33.1,66.9,65+,Non-binary,Self-employed,Low,Print,Email
2023-12-31,Louis Vuitton,Espagne,6009828,110598710,7800335,1672490,668352423.82,111.21,0.0705,0.77,0.2144,22.31,399.61,0.0587,4.85,0.19,31171,0.1,41.3,58.7,45-54,Female,Retired,Middle,Digital,Email
2023-12-31,Louis Vuitton,Italie,1137475,17044391,382173,86701,9237747.93,8.12,0.0224,2.98,0.2269,32.48,106.55,0.1047,3.1,0.82,19168,0.97,67.2,32.8,45-54,Male,Unemployed,Low,TV,Banner
2023-12-31,Louis Vuitton,Brésil,5470417,79587472,4879856,581980,290739128.01,53.15,0.0613,1.12,0.1193,129.54,499.57,0.0419,3.97,-0.16,8207,-0.17,25.4,74.6,25-34,Male,Self-employed,Low,Social Media,Sponsored Post
2023-12-31,Louis Vuitton,Australie,142709,727166,38528,8387,1876591.51,13.15,0.053,3.7,0.2177,1.75,223.74,0.1392,4.33,0.45,22976,0.34,57.4,42.6,55-64,Female,Student,Low,TV,Search Ad
2023-12-31,Louis Vuitton,Japon,9152797,92956425,2330689,339704,147083071.82,16.07,0.0251,3.93,0.1458,27.72,432.97,0.1072,3.47,0.39,48972,0.27,48.0,52.0,35-44,Non-binary,Employee,Low,Digital,Sponsored Post
2023-12-31,Huawei,USA,1297117,20094025,1128913,279024,70042327.78,54.0,0.0562,1.15,0.2472,10.66,251.03,0.0761,4.67,-0.6,95966,-0.41,14.9,85.1,18-24,Non-binary,Retired,High,TV,Search Ad
2023-12-31,Huawei,France,7597241,75816613,6329207,818869,132450511.29,17.43,0.0835,1.2,0.1294,433.99,161.75,0.0581,3.77,0.27,29686,0.31,63.4,36.6,65+,Female,Self-employed,Low,Outdoor,Sponsored Post
2023-12-31,Huawei,Allemagne,2993150,32614999,1311523,82504,8942541.59,2.99,0.0402,2.28,0.0629,13.89,108.39,0.0372,3.06,-0.3,62797,-0.15,24.3,75.7,25-34,Male,Employee,Low,Social Media,Video
2023-12-31,Huawei,UK,1790258,24847873,1033527,178804,9847969.31,5.5,0.0416,1.73,0.173,5.5,55.08,0.0916,3.29,-0.71,65714,-0.69,8.7,91.3,45-54,Non-binary,Employee,High,TV,Sponsored Post
2023-12-31,Huawei,Canada,6295501,59222967,1433676,97044,27644817.44,4.39,0.0242,4.39,0.0677,19.43,284.87,0.1105,3.37,-0.46,71679,-0.64,13.7,86.3,35-44,Male,Employee,Middle,TV,Banner
2023-12-31,Huawei,Espagne,5598769,103118875,3535919,461514,228893165.09,40.88,0.0343,1.58,0.1305,21.76,495.96,0.0666,4.37,0.25,68041,0.44,32.5,67.5,18-24,Male,Employee,Middle,Print,Sponsored Post
2023-12-31,Huawei,Italie,8152011,67127553,5513050,1582208,214657178.25,26.33,0.0821,1.48,0.287,216.29,135.67,0.1012,3.94,-0.43,92899,-0.27,23.2,76.8,35-44,Male,Student,Low,Outdoor,Sponsored Post
2023-12-31,Huawei,Brésil,6281200,117449284,5602218,1588030,684353949.36,108.95,0.0477,1.12,0.2835,68.31,430.95,0.0697,3.36,-0.4,85869,-0.33,24.7,75.3,18-24,Non-binary,Student,Low,TV,Email
2023-12-31,Huawei,Australie,4230639,82203262,4337362,748020,111707607.31,26.4,0.0528,0.98,0.1725,18.39,149.34,0.1078,4.83,0.47,72469,0.61,72.5,27.5,18-24,Female,Retired,Low,Outdoor,Video
2023-12-31,Huawei,Japon,6426889,65263988,6298610,1032717,120721552.26,18.78,0.0965,1.02,0.164,14.53,116.9,0.1195,3.6,0.61,42522,0.77,66.7,33.3,65+,Non-binary,Unemployed,Low,Digital,Sponsored Post
2023-12-31,Netflix,USA,1381916,8571254,825298,206530,27763322.76,20.09,0.0963,1.67,0.2503,2.89,134.43,0.1148,3.89,-0.66,44075,-0.64,14.5,85.5,25-34,Male,Retired,Low,Digital,Email
2023-12-31,Netflix,France,6374289,66751279,4398935,363131,170940148.54,26.82,0.0659,1.45,0.0825,32.91,470.74,0.1367,4.82,0.01,36167,-0.08,50.2,49.8,55-64,Male,Employee,High,Outdoor,Sponsored Post
2023-12-31,Netflix,Allemagne,5701555,67028470,1060251,231678,39762087.67,6.97,0.0158,5.38,0.2185,37.92,171.63,0.0814,4.59,0.12,42247,0.18,55.0,45.0,25-34,Male,Employee,High,Outdoor,Sponsored Post
2023-12-31,Netflix,UK,3649544,61496736,4097284,483200,19321034.8,5.29,0.0666,0.89,0.1179,20.06,39.99,0.0763,3.23,-0.42,7126,-0.3,26.6,73.4,55-64,Female,Retired,High,Social Media,Sponsored Post
2023-12-31,Netflix,Canada,7355020,43857424,1317456,361177,52299198.62,7.11,0.03,5.58,0.2741,10.51,144.8,0.0436,4.18,-0.55,72376,-0.7,19.6,80.4,65+,Male,Retired,Middle,Social Media,Banner
2023-12-31,Netflix,Espagne,8110888,55445255,4490560,1130766,359479626.33,44.32,0.081,1.81,0.2518,30.4,317.91,0.0824,4.35,-0.63,27419,-0.83,15.2,84.8,35-44,Male,Retired,Middle,TV,Email
2023-12-31,Netflix,Italie,684806,8699828,698045,114463,54464522.1,79.53,0.0802,0.98,0.164,3.0,475.83,0.1109,4.31,0.81,11182,0.62,90.0,10.0,45-54,Non-binary,Unemployed,High,Outdoor,Search Ad
2023-12-31,Netflix,Brésil,5723724,49382000,3178972,503140,155607918.33,27.19,0.0644,1.8,0.1583,11.32,309.27,0.0311,3.09,0.1,19735,0.21,34.2,65.8,45-54,Non-binary,Unemployed,High,TV,Banner
2023-12-31,Netflix,Australie,158761,2695135,183702,35538,10266451.89,64.67,0.0682,0.86,0.1935,14.34,288.88,0.101,3.39,-0.79,15806,-0.77,5.7,94.3,55-64,Female,Employee,High,Social Media,Search Ad
2023-12-31,Netflix,Japon,864586,5540093,404006,102757,2154914.12,2.49,0.0729,2.14,0.2543,1.47,20.97,0.1425,4.96,0.48,33294,0.39,61.6,38.4,18-24,Female,Self-employed,Low,Outdoor,Video
2023-12-31,Sony,USA,317163,5475971,94564,25757,10531901.51,33.21,0.0173,3.35,0.2724,1.14,408.89,0.0383,3.84,0.39,59243,0.5,53.0,47.0,18-24,Female,Unemployed,High,Print,Email
2023-12-31,Sony,France,4303283,60304007,1360711,213242,8536933.54,1.98,0.0226,3.16,0.1567,39.91,40.03,0.0342,3.31,0.46,97547,0.58,39.9,60.1,55-64,Female,Student,Low,Social Media,Video
2023-12-31,Sony,Allemagne,3951062,63414472,5042523,283818,29846188.85,7.55,0.0795,0.78,0.0563,55.89,105.16,0.076,3.88,-0.0,11797,0.07,48.5,51.5,25-34,Non-binary,Retired,High,TV,Search Ad
2023-12-31,Sony,UK,6534982,108445364,10795166,1488685,227369262.42,34.79,0.0995,0.61,0.1379,32.59,152.73,0.0978,3.3,-0.69,40467,-0.89,12.1,87.9,18-24,Non-binary,Unemployed,Low,Social Media,Sponsored Post
2023-12-31,Sony,Canada,6599338,40887207,2200240,578082,215066342.72,32.59,0.0538,3.0,0.2627,18.43,372.03,0.0266,3.96,-0.48,77927,-0.41,22.9,77.1,18-24,Female,Self-employed,Low,Outdoor,Video
2023-12-31,Sony,Espagne,2096707,21641349,1391487,370200,38469848.17,18.35,0.0643,1.51,0.266,8.7,103.92,0.1365,4.58,0.5,4656,0.56,39.3,60.7,18-24,Non-binary,Retired,Low,Outdoor,Sponsored Post
2023-12-31,Sony,Italie,57121,833821,71673,18200,3939073.21,68.96,0.086,0.8,0.2539,0.25,216.42,0.0302,4.78,-0.79,91388,-0.82,5.4,94.6,65+,Non-binary,Retired,Low,Outdoor,Search Ad
2023-12-31,Sony,Brésil,874812,14691197,82598,20501,1880676.86,2.15,0.0056,10.59,0.2482,3.3,91.73,0.0616,3.23,-0.75,33658,-0.56,8.7,91.3,25-34,Female,Self-employed,Low,Digital,Email
2023-12-31,Sony,Australie,5586516,63426512,1782313,341508,111042342.45,19.88,0.0281,3.13,0.1916,859.2,325.15,0.1497,3.74,-0.44,43183,-0.5,17.4,82.6,65+,Non-binary,Retired,Low,Digital,Sponsored Post
2023-12-31,Sony,Japon,1387988,13693669,577672,108532,51752890.19,37.29,0.0422,2.4,0.1879,3.56,476.84,0.0387,3.67,-0.99,64955,-1.1,0.4,99.6,35-44,Male,Student,High,TV,Sponsored Post
2023-12-31,Intel,USA,1338946,26666843,2055192,293102,102802600.96,76.78,0.0771,0.65,0.1426,37.02,350.74,0.0942,4.63,-0.59,99529,-0.51,13.5,86.5,35-44,Male,Student,High,Print,Search Ad
2023-12-31,Intel,France,2150175,15186604,288063,50728,12096028.26,5.63,0.019,7.46,0.1761,3.99,238.44,0.1297,3.34,0.11,6115,0.3,47.4,52.6,18-24,Non-binary,Self-employed,Middle,TV,Sponsored Post
2023-12-31,Intel,Allemagne,2228113,28188476,1107363,233732,97256037.94,43.65,0.0393,2.01,0.2111,8.8,416.1,0.0391,3.65,0.04,92471,0.14,32.3,67.7,45-54,Female,Unemployed,Low,Outdoor,Search Ad
2023-12-31,Intel,UK,566900,3273830,220105,48818,4201596.97,7.41,0.0672,2.58,0.2218,1.04,86.07,0.1314,4.68,-0.25,43576,-0.39,35.8,64.2,25-34,Male,Self-employed,Middle,Social Media,Banner
2023-12-31,Intel,Canada,1799708,27125965,1834258,396970,56169448.77,31.21,0.0676,0.98,0.2164,7.31,141.5,0.0853,4.78,0.82,64576,0.97,66.2,33.8,45-54,Male,Unemployed,High,TV,Sponsored Post
2023-12-31,Intel,Espagne,2943837,46714192,3097929,605509,141497735.2,48.07,0.0663,0.95,0.1955,546.58,233.68,0.07,4.19,-0.04,59543,-0.11,43.7,56.3,65+,Non-binary,Employee,Low,TV,Video
2023-12-31,Intel,Italie,8943342,156539006,3248893,380059,103717903.04,11.6,0.0208,2.75,0.117,73.59,272.9,0.1267,3.43,-0.42,44829,-0.58,28.3,71.7,55-64,Female,Self-employed,High,Outdoor,Video
2023-12-31,Intel,Brésil,7844677,126409807,9735051,2730647,767674274.68,97.86,0.077,0.81,0.2805,281.67,281.13,0.0816,3.57,0.66,54833,0.86,71.1,28.900000000000006,25-34,Male,Employee,Low,Digital,Sponsored Post
2023-12-31,Intel,Australie,6435170,46246355,2997846,214223,96896936.74,15.06,0.0648,2.15,0.0715,283.21,452.32,0.1452,3.53,0.9,89348,0.71,77.5,22.5,55-64,Female,Retired,Middle,Social Media,Video
2023-12-31,Intel,Japon,1168576,18095186,1659554,391225,145719698.21,124.7,0.0917,0.7,0.2357,8.89,372.47,0.1095,3.1,-0.32,88077,-0.49,33.7,66.3,35-44,Male,Retired,Middle,Outdoor,Banner
2023-12-31,Nestlé,USA,3372550,41108743,754065,52958,22219456.95,6.59,0.0183,4.47,0.0702,9.08,419.57,0.0764,4.52,0.15,60097,0.09,41.2,58.8,25-34,Non-binary,Employee,High,Print,Email
2023-12-31,Nestlé,France,3326118,22669120,907877,94192,41329864.81,12.43,0.04,3.66,0.1038,62.24,438.78,0.1366,3.63,-0.5,76894,-0.33,12.6,87.4,65+,Male,Unemployed,Middle,Outdoor,Banner
2023-12-31,Nestlé,Allemagne,7305082,145279756,5306888,1369703,645811162.82,88.41,0.0365,1.38,0.2581,35.43,471.5,0.0461,4.62,-0.89,55098,-1.01,4.2,95.8,18-24,Female,Unemployed,Low,Digital,Video
2023-12-31,Nestlé,UK,1476019,7613994,559518,149207,64780338.88,43.89,0.0735,2.64,0.2667,5.06,434.16,0.087,3.44,-0.84,1723,-0.69,6.4,93.6,45-54,Female,Unemployed,Low,Outdoor,Sponsored Post
2023-12-31,Nestlé,Canada,7312688,113485717,3680762,573724,167060183.24,22.85,0.0324,1.99,0.1559,44.76,291.19,0.0836,4.78,-0.51,6621,-0.39,22.0,78.0,25-34,Male,Unemployed,Low,TV,Banner
2023-12-31,Nestlé,Espagne,8476918,143425580,4472977,703423,7542557.03,0.89,0.0312,1.9,0.1573,41.69,10.72,0.1013,4.31,-0.22,37257,-0.03,30.3,69.7,18-24,Male,Employee,Low,Social Media,Search Ad
2023-12-31,Nestlé,Italie,1255586,9537294,336836,59561,14430567.6,11.49,0.0353,3.73,0.1768,9.57,242.28,0.1037,4.79,0.35,18134,0.29,50.3,49.7,45-54,Non-binary,Student,Low,Digital,Email
2023-12-31,Nestlé,Brésil,614371,9330006,660455,80508,7639905.36,12.44,0.0708,0.93,0.1219,3.49,94.9,0.0916,3.54,-0.41,98443,-0.27,17.5,82.5,18-24,Male,Retired,Middle,Digital,Search Ad
2023-12-31,Nestlé,Australie,7831114,136323443,3254373,325768,73558986.39,9.39,0.0239,2.41,0.1001,77.65,225.8,0.0806,3.74,-0.38,36574,-0.39,27.9,72.1,35-44,Male,Employee,Low,TV,Sponsored Post
2023-12-31,Nestlé,Japon,5961660,87695175,6221831,510310,44307664.69,7.43,0.0709,0.96,0.082,69.12,86.82,0.0876,3.42,0.52,79263,0.57,53.0,47.0,18-24,Male,Unemployed,Low,TV,Sponsored Post
2023-12-31,Toyota,USA,841035,7256939,301887,47324,16965315.98,20.17,0.0416,2.79,0.1568,6.08,358.49,0.0488,4.35,-0.11,14795,0.01,22.5,77.5,25-34,Male,Student,Middle,Social Media,Sponsored Post
2023-12-31,Toyota,France,158738,1734192,14241,4181,58078.75,0.37,0.0082,11.15,0.2936,0.36,13.89,0.1438,4.05,-0.1,90324,-0.07,24.4,75.6,25-34,Non-binary,Student,Middle,Print,Search Ad
2023-12-31,Toyota,Allemagne,6070263,59191499,5472762,1446682,568992155.33,93.73,0.0925,1.11,0.2643,14.13,393.31,0.1268,3.89,-0.39,37078,-0.21,17.1,82.9,65+,Non-binary,Unemployed,Low,Social Media,Video
2023-12-31,Toyota,UK,8249900,61713151,776694,118047,12361992.55,1.5,0.0126,10.62,0.152,16.96,104.72,0.0433,4.19,-0.28,86974,-0.23,21.6,78.4,35-44,Male,Unemployed,High,Print,Search Ad
2023-12-31,Toyota,Canada,7515308,46214385,858783,201815,28627341.59,3.81,0.0186,8.75,0.235,25.86,141.85,0.1066,4.14,0.66,89258,0.82,45.7,54.3,45-54,Female,Self-employed,Middle,Outdoor,Sponsored Post
2023-12-31,Toyota,Espagne,605552,4141558,115274,8215,3459754.41,5.71,0.0278,5.25,0.0713,1.06,421.14,0.0613,4.24,-0.8,4729,-0.67,8.6,91.4,18-24,Male,Employee,High,Outdoor,Banner
2023-12-31,Toyota,Italie,7388426,41253935,1574974,239385,22922190.37,3.1,0.0382,4.69,0.152,33.09,95.75,0.14,4.07,-0.54,48697,-0.58,22.6,77.4,18-24,Female,Employee,High,Outdoor,Search Ad
2023-12-31,Toyota,Brésil,5819139,33710853,1238184,83134,39249393.36,6.74,0.0367,4.7,0.0671,10.18,472.12,0.0613,4.92,-0.07,16562,-0.21,31.5,68.5,18-24,Male,Employee,High,Digital,Banner
2023-12-31,Toyota,Australie,8112853,50358182,1337940,74474,2975235.98,0.37,0.0266,6.06,0.0557,19.02,39.95,0.1263,3.77,0.97,16573,0.83,69.0,31.0,25-34,Male,Student,Middle,Social Media,Search Ad
2023-12-31,Toyota,Japon,7976206,51965419,3799866,637602,28491731.78,3.57,0.0731,2.1,0.1678,14.7,44.69,0.0369,4.0,0.12,11281,0.03,46.2,53.8,45-54,Non-binary,Self-employed,High,Social Media,Sponsored Post
2023-12-31,BMW,USA,605903,4563343,198673,56893,10556700.34,17.42,0.0435,3.05,0.2864,1.29,185.55,0.034,4.25,-0.86,32249,-0.94,5.1,94.9,45-54,Female,Student,High,Digital,Email
2023-12-31,BMW,France,9663283,127677922,7212879,1656832,722499961.55,74.77,0.0565,1.34,0.2297,32.34,436.07,0.1284,4.77,0.96,77686,1.07,94.1,5.900000000000006,45-54,Male,Unemployed,High,Social Media,Banner
2023-12-31,BMW,Allemagne,6812185,70029458,4289033,1133840,277243551.23,40.7,0.0612,1.59,0.2644,21.07,244.52,0.0454,3.16,-0.03,23592,0.03,29.5,70.5,55-64,Non-binary,Retired,Low,Print,Video
2023-12-31,BMW,UK,3071833,45769339,1846980,270626,56926476.65,18.53,0.0404,1.66,0.1465,10.15,210.35,0.0238,4.62,0.22,60835,0.11,34.4,65.6,18-24,Non-binary,Retired,Middle,Digital,Email
2023-12-31,BMW,Canada,7573543,127306014,2729412,574552,92873491.17,12.26,0.0214,2.77,0.2105,60.57,161.64,0.1255,4.76,-0.15,40196,-0.14,31.5,68.5,55-64,Female,Student,Middle,Digital,Email
2023-12-31,BMW,Espagne,9646610,79958229,6700631,1114469,452546841.02,46.91,0.0838,1.44,0.1663,24.08,406.06,0.0602,4.1,-0.1,26143,-0.22,38.5,61.5,25-34,Male,Self-employed,High,Social Media,Sponsored Post
2023-12-31,BMW,Italie,4560604,31391043,1513596,369173,34564533.37,7.58,0.0482,3.01,0.2439,16.4,93.63,0.033,4.46,0.26,2017,0.4,60.1,39.9,18-24,Male,Self-employed,Low,Digital,Search Ad
2023-12-31,BMW,Brésil,4336576,83998735,3736349,761567,130439303.64,30.08,0.0445,1.16,0.2038,382.99,171.28,0.0587,3.72,-0.13,38445,-0.31,38.2,61.8,25-34,Female,Student,Low,Digital,Video
2023-12-31,BMW,Australie,3362733,37991140,2465545,716371,267125270.07,79.44,0.0649,1.36,0.2906,19.63,372.89,0.0695,3.28,-0.56,71963,-0.67,21.3,78.7,35-44,Non-binary,Employee,Middle,Outdoor,Video
2023-12-31,BMW,Japon,2522462,14888847,870045,119711,56476981.43,22.39,0.0584,2.9,0.1376,7.71,471.78,0.0684,3.28,-0.75,22198,-0.75,10.7,89.3,18-24,Male,Retired,Middle,TV,Video
2023-12-31,Zara,USA,544604,8708049,851469,170210,62415392.05,114.61,0.0978,0.64,0.1999,2.1,366.69,0.0708,3.94,-0.41,7753,-0.3,15.3,84.7,18-24,Non-binary,Unemployed,High,TV,Video
2023-12-31,Zara,France,1966404,31774828,2136510,392945,97930421.19,49.8,0.0672,0.92,0.1839,6.69,249.22,0.1171,3.31,-0.53,44574,-0.6,21.6,78.4,45-54,Female,Retired,Middle,Social Media,Email
2023-12-31,Zara,Allemagne,8077620,78331988,7647441,1702551,748026951.64,92.6,0.0976,1.06,0.2226,45.64,439.36,0.0564,3.93,0.17,38721,0.09,43.7,56.3,18-24,Female,Unemployed,Middle,Print,Sponsored Post
2023-12-31,Zara,UK,4835741,32677242,2956383,237832,21732525.84,4.49,0.0905,1.64,0.0804,7.51,91.38,0.1216,4.99,0.5,93352,0.36,43.0,57.0,65+,Male,Retired,Middle,Social Media,Email
2023-12-31,Zara,Canada,3492169,53120889,3946240,332680,122295494.83,35.02,0.0743,0.88,0.0843,12.3,367.61,0.06,3.76,-0.81,19132,-0.91,5.3,94.7,55-64,Male,Self-employed,High,Print,Video
2023-12-31,Zara,Espagne,4798682,77018583,5807955,1598029,755830686.42,157.51,0.0754,0.83,0.2751,24.52,472.98,0.0505,3.08,0.24,24714,0.2,43.0,57.0,65+,Male,Student,Middle,Social Media,Search Ad
2023-12-31,Zara,Italie,5824962,31571971,723455,194481,74472778.22,12.79,0.0229,8.05,0.2688,12.92,382.93,0.0511,4.49,-0.11,48706,-0.21,27.2,72.8,45-54,Male,Retired,Low,TV,Search Ad
2023-12-31,Zara,Brésil,8299362,44331395,1652224,153655,20718553.37,2.5,0.0373,5.02,0.093,22.02,134.84,0.1057,3.23,0.53,60539,0.35,61.2,38.8,65+,Non-binary,Self-employed,High,TV,Banner
2023-12-31,Zara,Australie,8702345,152363361,9167493,2413611,112401286.64,12.92,0.0602,0.95,0.2633,1463.48,46.57,0.115,4.03,-0.92,36207,-0.87,2.2,97.8,55-64,Male,Retired,Middle,TV,Search Ad
2023-12-31,Zara,Japon,9030630,54729295,625014,122627,43035096.23,4.77,0.0114,14.45,0.1962,15.5,350.94,0.1484,4.29,-0.58,96863,-0.6,18.2,81.8,55-64,Female,Self-employed,Low,Digital,Banner
2023-12-31,Starbucks,USA,5011613,40687163,1256692,101852,32280669.51,6.44,0.0309,3.99,0.081,26.38,316.94,0.1489,4.48,-0.27,85418,-0.43,36.3,63.7,35-44,Non-binary,Unemployed,High,Print,Video
2023-12-31,Starbucks,France,2403607,18042493,1094702,230850,29373753.37,12.22,0.0607,2.2,0.2109,13.8,127.24,0.1423,3.29,0.47,68962,0.45,56.1,43.9,35-44,Non-binary,Employee,High,Outdoor,Sponsored Post
2023-12-31,Starbucks,Allemagne,3196304,49054832,2844895,419737,197123468.74,61.67,0.058,1.12,0.1475,47.22,469.64,0.051,3.24,0.07,36437,-0.1,46.0,54.0,18-24,Non-binary,Unemployed,Low,Social Media,Search Ad
2023-12-31,Starbucks,UK,857488,11541794,644287,166652,48762339.45,56.87,0.0558,1.33,0.2587,3.84,292.6,0.1432,3.14,-0.01,28063,-0.14,29.5,70.5,65+,Male,Self-employed,Low,Digital,Search Ad
2023-12-31,Starbucks,Canada,7335391,49592036,1751752,226410,38502181.28,5.25,0.0353,4.19,0.1292,12.68,170.05,0.0465,4.87,0.25,34837,0.42,43.8,56.2,65+,Male,Unemployed,Low,Outdoor,Sponsored Post
2023-12-31,Starbucks,Espagne,3699159,33111465,3274755,298284,115649598.51,31.26,0.0989,1.13,0.0911,7.45,387.72,0.1187,3.91,0.38,1018,0.4,44.4,55.6,65+,Male,Employee,Middle,Print,Email
2023-12-31,Starbucks,Italie,8768941,116893252,3793708,240958,120359830.19,13.73,0.0325,2.31,0.0635,40.62,499.5,0.1103,3.93,0.6,43716,0.48,47.6,52.4,35-44,Female,Self-employed,High,Digital,Search Ad
2023-12-31,Starbucks,Brésil,5714589,85213508,7838285,1555543,432989601.14,75.77,0.092,0.73,0.1985,84.86,278.35,0.0374,4.52,-0.98,29130,-1.08,0.9,99.1,65+,Male,Self-employed,Middle,Digital,Sponsored Post
2023-12-31,Starbucks,Australie,6755307,106106345,5520512,720829,146972149.98,21.76,0.052,1.22,0.1306,30.58,203.89,0.0496,3.49,-0.85,87573,-0.99,6.8,93.2,45-54,Male,Self-employed,High,Print,Banner
2023-12-31,Starbucks,Japon,1130594,12691850,875925,127604,43628531.89,38.59,0.069,1.29,0.1457,3.37,341.9,0.0764,3.01,0.82,83508,0.74,77.4,22.599999999999994,65+,Male,Retired,Low,Social Media,Email
2023-12-31,Uber,USA,6834271,73689962,5709301,844432,21466655.09,3.14,0.0775,1.2,0.1479,25.58,25.42,0.1102,4.1,0.01,93089,-0.11,50.0,50.0,18-24,Male,Employee,Middle,Print,Search Ad
2023-12-31,Uber,France,4570763,47387401,4523762,787443,227363581.99,49.74,0.0955,1.01,0.1741,23.35,288.74,0.0572,3.93,-0.98,66085,-1.15,0.7,99.3,55-64,Male,Retired,Low,Digital,Video
2023-12-31,Uber,Allemagne,4163215,72669240,5216170,1309445,336125162.43,80.74,0.0718,0.8,0.251,17.37,256.69,0.1461,3.05,-0.49,19561,-0.36,13.2,86.8,55-64,Male,Self-employed,Middle,Outdoor,Search Ad
2023-12-31,Uber,UK,1053877,6086624,365562,99334,43836432.78,41.6,0.0601,2.88,0.2717,1.66,441.3,0.0623,3.96,0.59,26715,0.69,78.3,21.700000000000003,35-44,Non-binary,Retired,High,Print,Video
2023-12-31,Uber,Canada,8106465,53622667,3841337,506939,47727958.46,5.89,0.0716,2.11,0.132,14.13,94.15,0.1137,3.85,-0.53,73335,-0.49,11.9,88.1,18-24,Male,Self-employed,Low,Outdoor,Sponsored Post
2023-12-31,Uber,Espagne,6687978,113801113,3567001,527452,261082425.86,39.04,0.0313,1.87,0.1479,45.02,494.99,0.1225,3.68,-0.13,25623,-0.22,30.0,70.0,35-44,Female,Student,Low,TV,Banner
2023-12-31,Uber,Italie,8412374,140391389,735928,90266,14335352.56,1.7,0.0052,11.43,0.1227,30.97,158.81,0.1083,3.56,-0.62,73453,-0.61,13.3,86.7,45-54,Male,Employee,Middle,Digital,Banner
2023-12-31,Uber,Brésil,9652345,50036242,2940416,686252,109367862.24,11.33,0.0588,3.28,0.2334,36.31,159.37,0.0415,3.19,0.61,23809,0.78,70.4,29.599999999999994,18-24,Male,Retired,Low,Digital,Email
